stageid,traversedpath,address1_composite,address1_addresstypecode,address1_county,address1_fax,address1_latitude,address1_longitude,address1_name,address1_postofficebox,address1_telephone1,address1_telephone2,address1_telephone3,address2_composite,address2_addresstypecode,address2_city,address2_country,address2_county,address2_fax,address2_latitude,address2_longitude,address2_name,address2_postofficebox,address2_stateorprovince,address2_line1,address2_line2,address2_line3,address2_telephone1,address2_telephone2,address2_telephone3,address2_postalcode,revenue,revenue_base,budgetamount,budgetamount_base,budgetstatus,businesscard,telephone1,businesscardattributes,address1_city,companyname,confirminterest,address1_country,decisionmaker,description,donotbulkemail,donotemail,donotfax,donotpostalmail,donotphone,emailaddress1,emailaddress2,emailaddress3,entityimage,entityimageid,estimatedclosedate,estimatedamount,estimatedamount_base,estimatedvalue,evaluatefit,exchangerate,fax,firstname,followemail,msdyn_gdproptout,telephone2,importsequencenumber,industrycode,initialcommunication,jobtitle,lastusedincampaign,lastname,lastonholdtime,leadid,leadsourcecode,donotsendmm,merged,middlename,mobilephone,fullname,need,numberofemployees,onholdtime,telephone3,pager,participatesinworkflow,preferredcontactmethodcode,prioritycode,processid,purchaseprocess,purchasetimeframe,qualificationcomments,leadqualitycode,salesstagecode,salesstage,salutation,schedulefollowup_prospect,schedulefollowup_qualify,sic,address1_stateorprovince,statuscode,statecode,address1_line1,address1_line2,address1_line3,teamsfollowed,timespentbymeonemailandmeetings,timezoneruleversionnumber,subject,msdyn_ordertype,utcconversiontimezonecode,versionnumber,websiteurl,yomicompanyname,yomifirstname,yomifullname,yomilastname,yomimiddlename,address1_postalcode,transactioncurrencyid,slainvokedid,masterid,originatingcaseid,owningbusinessunit,parentaccountid,parentcontactid,qualifyingopportunityid,relatedobjectid,slaid,campaignid
f99b4d48-7aad-456e-864a-8e7d543f7495,,"3397 Rancho View Drive
Redmond, WA 72052
US",Default Value,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,10000000,10000000,3436300,3436300,,,555-0138,,Redmond,"Fabrikam, Inc.",false,US,false,"Expressed Interest Previously in our Products
",false,false,false,false,false,evacorets@fabrikam.com,,,,,11/12/2019 12:00:00 AM,3000000,3000000,,false,1,,Eva,true,false,,2,Brokers,,Purchasing Assistant,,Corets,,6b4fa496-3ff2-e311-9864-a45d36fc5f1c,Partner,false,false,,153-784-2146,Eva Corets,,3482,,,,false,Any,Default Value,919e14d1-6489-4852-abd0-a63a6ecaac5d,Committee,,,Hot,Default Value,,,,,,WA,Active,Active,3397 Rancho View Drive,,,,,0,Likes our products,Item based,,5227061,http://www.fabrikam.com,,,Eva Corets,,,72052,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,b4a19cdd-88df-e311-b8e5-6c3be5a8b200,55a0e5b9-88df-e311-b8e5-6c3be5a8b200,,,,f48571f5-88df-e311-b8e5-6c3be5a8b200
f99b4d48-7aad-456e-864a-8e7d543f7495,,"654 Main St
Mississaugua Ontario L5V 8M4
Canada",Default Value,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,35000000,35000000,4500000,4500000,,,+011-1-399-555-9000,,Mississaugua,School of Fine Art,false,Canada,false,"Interested in Cellphone Release
",false,false,false,false,false,info@fineartschool.net,,,,,8/6/2019 12:00:00 AM,4000000,4000000,,false,1,,Shaun,true,false,,2,Business Services,,Purchasing Manager,,Beasley,,4b4fa496-3ff2-e311-9864-a45d36fc5f1c,Partner,false,false,,401-874-2156,Shaun Beasley,,700,,,,false,Any,Default Value,919e14d1-6489-4852-abd0-a63a6ecaac5d,,This Year,,Warm,Default Value,,,,,,Ontario,,Inactive,654 Main St,,,,,0,Interested in new cell phone release,Item based,,5227045,http://www.fineartschool.net,,,Shaun Beasley,,,L5V 8M4,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,c6a19cdd-88df-e311-b8e5-6c3be5a8b200,39a4e5b9-88df-e311-b8e5-6c3be5a8b200,4b0f9ff5-74c0-e911-a96b-000d3a37fb59,,,f48571f5-88df-e311-b8e5-6c3be5a8b200
f99b4d48-7aad-456e-864a-8e7d543f7495,,"Magui Lan
Guangzhou, Guangdong 650031
Republic of China",Default Value,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,10000000,10000000,4644800,4644800,,,+86-23-4444-0100,,Guangzhou,A. Datum,false,Republic of China,true,"Expansion of Inventory
",false,false,false,false,false,vlauriant@adatum.com,,,,,10/16/2019 12:00:00 AM,4000000,4000000,,false,1,,Vincent,true,false,,2,Brokers,,Purchasing Manager,,Lauriant,,8f4fa496-3ff2-e311-9864-a45d36fc5f1c,Advertisement,false,false,,135-548-8797,Vincent Lauriant,,12000,,,,false,Any,Default Value,919e14d1-6489-4852-abd0-a63a6ecaac5d,Committee,Next Quarter,,Warm,Default Value,,,,,,Guangdong,,Inactive,Magui Lan,,,,,0,New store opened this year - follow up,Item based,,5226985,http://www.adatum.com,,,Vincent Lauriant,,,650031,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,475b158c-541c-e511-80d3-3863bb347ba8,465b158c-541c-e511-80d3-3863bb347ba8,549a41db-6ec0-e911-a96b-000d3a37fb59,,,f48571f5-88df-e311-b8e5-6c3be5a8b200
f99b4d48-7aad-456e-864a-8e7d543f7495,,"Konrad-Trey St 1000

85716 Munich
Germany",Default Value,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,7500000,7500000,8000000,8000000,,,+49-(0)89-0110-0,,Munich,Trey Research,false,Germany,false,Expressed Interest Previously in our Products,false,false,false,false,false,info@treyresearch.net,,,,,10/19/2019 12:00:00 AM,5000000,5000000,,false,1,,Humberto,true,false,,4,Consulting,,Purchasing Assistant,,Acevedo,,82e6c6de-1bff-e411-80d4-c4346bac4730,Trade Show,false,false,,305-789-1255,Humberto Acevedo,,2500,,,,false,Any,Default Value,919e14d1-6489-4852-abd0-a63a6ecaac5d,,Next Quarter,,Cold,Default Value,,,,,,,,Inactive,Konrad-Trey St 1000,,,,,0,Some interest in our products,Item based,,5226948,http://www.treyresearch.net,,,Humberto Acevedo,,,85716,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,cea19cdd-88df-e311-b8e5-6c3be5a8b200,73a0e5b9-88df-e311-b8e5-6c3be5a8b200,07e194a0-6ec0-e911-a96b-000d3a37fb59,,,d68571f5-88df-e311-b8e5-6c3be5a8b200
f99b4d48-7aad-456e-864a-8e7d543f7495,,"Da Vincilaan 1001
B-0001 Zaventem
Belgium",Default Value,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,450000000,450000000,5483100,5483100,,,+32(0)2-121-30-00,,Zaventem,Wingtip Toys,false,Belgium,false,Product Info Request,false,false,false,false,false,info@wingtiptoys.com,,,,,7/17/2019 12:00:00 AM,4000000,4000000,,false,1,,David,true,false,,4,Wholesale,,Purchasing Assistant,,Ahs,,88e6c6de-1bff-e411-80d4-c4346bac4730,Advertisement,false,false,,305-789-1255,David Ahs,,3300,,,,false,Any,Default Value,919e14d1-6489-4852-abd0-a63a6ecaac5d,,This Year,,Warm,Default Value,,,,,,,,,Da Vincilaan 1001,,,,,0,Wants some product information,Item based,,5226918,http://www.wingtiptoys.com,,,David Ahs,,,B-0001,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,d2a19cdd-88df-e311-b8e5-6c3be5a8b200,5ba6e5b9-88df-e311-b8e5-6c3be5a8b200,52f8dcc1-d4be-e911-a96b-000d3a37fb59,,,d68571f5-88df-e311-b8e5-6c3be5a8b200
f99b4d48-7aad-456e-864a-8e7d543f7495,,"2300 Main Street
Kansas City, Missouri 04983
United States",Default Value,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,1500000000,1500000000,2013100,2013100,,,555-5458,,Kansas City,Woodgrove Bank,false,United States,false,"Expressed Interest Previously in our Products
",false,false,false,false,false,darren.parker@woodgrovebank.com,,,,,8/17/2019 12:00:00 AM,2000000,2000000,,false,1,,Darren,true,false,,2,Brokers,,Purchasing Manager,,Parker,,3b4fa496-3ff2-e311-9864-a45d36fc5f1c,Web,false,false,,401-874-2155,Darren Parker,,10000,,,,false,Any,Default Value,919e14d1-6489-4852-abd0-a63a6ecaac5d,Committee,This Year,,Warm,Default Value,,,,,,Missouri,Active,Active,2300 Main Street,,,,,0,Likes our products,Item based,,5226907,http://www.woodgrovebank.com,,,Darren Parker,,,04983,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,d4a19cdd-88df-e311-b8e5-6c3be5a8b200,,,,,e28571f5-88df-e311-b8e5-6c3be5a8b200
f99b4d48-7aad-456e-864a-8e7d543f7495,,"4405 Balboa Court
Santa Cruz, NM 72052
US",Default Value,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,30000000,30000000,3483700,3483700,,,555-0718-1248,,Santa Cruz,Coho Winery,false,US,true,"""""Product Designer good fit based on recent growth""""",false,false,false,false,false,Cat@cohowinery.com,,,,,8/18/2019 12:00:00 AM,4000000,4000000,,false,1,,Cat,true,false,,4,Special Outbound Trade Contractors,,Purchasing Manager,,Francis,,80e6c6de-1bff-e411-80d4-c4346bac4730,Web,false,false,,153-784-2145,Cat Francis,,500,,,,false,Any,Default Value,919e14d1-6489-4852-abd0-a63a6ecaac5d,Unknown,This Year,,Hot,Default Value,,,,,,NM,Active,Active,4405 Balboa Court,,,,,0,Interested in our newer offerings,Item based,,5226899,http://www.cohowinery.com,,,Cat Francis,,,72052,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,c2a19cdd-88df-e311-b8e5-6c3be5a8b200,,,,,d68571f5-88df-e311-b8e5-6c3be5a8b200
f99b4d48-7aad-456e-864a-8e7d543f7495,,,Default Value,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,5116000,5116000,,,768-555-0156,,,Adventure Works,false,,true,,false,false,false,false,false,adrian@adventure-works.com,,,,,11/28/2019 12:00:00 AM,,,,false,1,,Adrian ,true,false,,,,,Purchasing Manager,,Dumitrascu,,6329dbd0-4e1c-e511-80d3-3863bb347ba8,Partner,false,false,,,Adrian Dumitrascu,,,,,,false,Any,Default Value,919e14d1-6489-4852-abd0-a63a6ecaac5d,Committee,This Year,,Warm,Default Value,,,,,,,Active,Active,,,,,,0,Video Hardware Upgrade,Item based,,5226894,http://www.advenreworks.com,,,Adrian Dumitrascu,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,a8a19cdd-88df-e311-b8e5-6c3be5a8b200,49a0e5b9-88df-e311-b8e5-6c3be5a8b200,7c17e3bf-2399-e911-a964-000d3a37fb59,,,d08571f5-88df-e311-b8e5-6c3be5a8b200
f99b4d48-7aad-456e-864a-8e7d543f7495,,"654 Main
Clinton, CO 94285
US",Default Value,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,30000000,30000000,,,,,+1-695-555-3400,,Clinton,Southridge Video,false,US,false,Looking to upgrade member status,false,false,false,false,false,info@southridgevideo.com,,,,,10/31/2019 12:00:00 AM,,,,false,1,,Kim,true,false,,,,,Purchasing Agent,,Abercrombie,,78a97c1d-7532-e611-80e5-5065f38b31c1,,false,false,,415-555-555,Kim Abercrombie,,300,,,,false,Any,Default Value,919e14d1-6489-4852-abd0-a63a6ecaac5d,,Next Quarter,,Warm,Default Value,,,,,,CO,Active,Active,654 Main,,,,,0,Likes our products,Item based,,5226887,http://www.southridgevideo.com,,,Kim Abercrombie,,,94285,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,c8a19cdd-88df-e311-b8e5-6c3be5a8b200,a230c305-4fc8-e411-80ee-c4346bac7be8,,,,e28571f5-88df-e311-b8e5-6c3be5a8b200
f99b4d48-7aad-456e-864a-8e7d543f7495,,"2137 Birchwood Dr
Redmond, WA
US",Default Value,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,450000000,450000000,7347900,7347900,,,555-0412,,Redmond,Graphic Design Institute,false,US,true,Expansion of Inventory,false,false,false,false,false,george@graphicdesigninstitute.com,,,,,7/3/2019 12:00:00 AM,,,,false,1,,George,true,false,,,Service Retail,,Owner,,Sullivan,,b56264dc-7332-e611-80e5-5065f38b31c1,Partner,false,false,,401-874-2155,George Sullivan,,3500,,,,false,Any,Default Value,919e14d1-6489-4852-abd0-a63a6ecaac5d,Committee,Unknown,,Warm,Default Value,,,,,,WA,,Inactive,2137 Birchwood Dr,,,,,0,Video Hardware Upgrade,Item based,,5226870,http://www.graphicdesigninstitute.com,,,George Sullivan,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,baa19cdd-88df-e311-b8e5-6c3be5a8b200,59a0e5b9-88df-e311-b8e5-6c3be5a8b200,7f4331cd-6dc0-e911-a96b-000d3a37fb59,,,e28571f5-88df-e311-b8e5-6c3be5a8b200
f99b4d48-7aad-456e-864a-8e7d543f7495,,"Seattle, WA
United States",Default Value,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,,false,United States,false,,false,false,false,false,false,,,,,,8/29/2019 12:00:00 AM,,,,false,,,Brian,true,false,,,,,,,LaMee,,2fa01d2d-7332-e611-80e5-5065f38b31c1,,false,false,,,Brian LaMee,,,,,,false,Any,Default Value,919e14d1-6489-4852-abd0-a63a6ecaac5d,,This Quarter,,Warm,Default Value,,,,,,WA,Active,Active,,,,,,0,Interested in online only store,Item based,,5226827,,,,Brian LaMee,,,,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,aca19cdd-88df-e311-b8e5-6c3be5a8b200,,,,,
,,Austria,Default Value,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,12345,12345,,,,,1234567,,,ford austria,false,Austria,false,,false,false,false,false,false,,,,,,7/19/2019 12:00:00 AM,,,,false,1,,Mike,true,false,,,Accounting,,IT Manager,,Snows,,fdf160d2-2c92-e911-a962-000d3a37fb59,Seminar,false,false,,,Mike Snows,,122,,,,false,Any,Default Value,919e14d1-6489-4852-abd0-a63a6ecaac5d,,,,Warm,Default Value,,,,,,,,,,,,,,0,follow up with ford austria,Item based,,5226819,,,,Mike Snows,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,0848aef6-2c92-e911-a962-000d3a37fb59,0748aef6-2c92-e911-a962-000d3a37fb59,0948aef6-2c92-e911-a962-000d3a37fb59,,,d08571f5-88df-e311-b8e5-6c3be5a8b200
